Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,0.12
Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0,0.05,0.59
Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0,0.01,0.18
Ski and Shoot,Wii,2008,Sports,RTL,0.04,0.04,0,0.01,0.09
Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0,0,0.03
Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0,0,0.01,0,0.01
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81
Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83
Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.07,0,0,0.01,0.08
Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13
Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0,0,0,0.06
Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0,0,0,0.01
Smart Girl's Party Game,DS,2008,Misc,505 Games,0.31,0,0,0.02,0.34
Smart Girl's Playhouse,DS,2007,Misc,505 Games,0.24,0,0,0.02,0.26
Smart Girl's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.03,0,0,0,0.03
Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0,0,0,0.05
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
Smash Court Tennis 3,X360,2007,Sports,Atari,0.08,0.02,0,0.01,0.11
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.03
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
Sniper Elite,XB,2005,Shooter,Ubisoft,0.07,0.02,0,0,0.09
Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0,0.01,0,0,0.02
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0,0.45,0,0.03,0.49
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,0.15
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0.01,0.07
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1
SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,0.53,0.58,0,0.35,1.46
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14
Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.09
Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05
Snow Portable,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02
So Blonde,PC,2008,Adventure,Eidos Interactive,0,0.02,0,0,0.02
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15
Solitaire Overload,DS,2007,Misc,Telegames,0.39,0,0,0.03,0.42
Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0,0,0.15
Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0,0.07,0.5
Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0,0.02,0.18
Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0,0.28,1.44
Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15
Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.07,0.04,0.66,1.18
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.49,0,0.11,1.05
Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.33,0.01,0.14,1.03
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.19,0.07,0,0,0.27
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0,0,0.07,0,0.07
Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01,0.08
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02
Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0,0,0.05,0,0.05
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.19
SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
SoulLink Extension,PS2,2006,Adventure,Interchannel,0,0,0.01,0,0.01
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.13
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12
Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0,0,0.01,0.11
Space Chimps,Wii,2008,Platform,Brash Entertainment,0.08,0,0,0.01,0.09
Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0,0,0,0.06
Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09
Space Invaders Revolution,DS,2005,Shooter,Rising Star Games,0.01,0,0,0,0.02
Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0,0.13
Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0,0,0.07
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0,0.03
Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0,0.01,0.01,0.09
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0,0,0,0.03
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.37,0.11,0,0.04,0.52
Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0,0.03,0.41
Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0,0.03,0.36
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21
Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0,0,0.04,0.59
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,0.24,0,0,0.02,0.25
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0,0.04,1.12
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0,0.02,1.06
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0,0.02,0.84
Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0,0.14,0.71
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.5
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.12,0.68
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.48
Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0.23,0,0.06,0.3
Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0,0.02
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37
Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0,0.02,0.3
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0,0.01,0.15
Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0,0,0,0.01
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.41
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0,0.03,0.27
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0,0,0.01,0.1
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,0,0.02
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.12,0.02,0,0.02,0.16
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0,0,0,0.05
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.15
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0,0.07,0.58
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.53,0,0,0.04,0.57
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,0.53
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.45,0.02,0,0.04,0.51
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0,0.01,0.33
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0,0.01,0.32
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.38,0.14,0,0.01,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,N/A,0.15,0.05,0,0,0.21
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0,0.01,0.51
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0,0.06,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0,0.01,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,0.19,0.06,0,0.01,0.26
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,0.32,0,0,0.02,0.35
SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0,0,0.11,1.61
SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.57,0.01,0,0.04,0.62
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0,0.09,1.17
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0,0.11,1.08
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04
Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0,0.01,0.07
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0,0,0,0.06
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.06
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0,0,0,0.06
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0,0,0.02
Spy vs Spy,XB,2005,Action,Global Star,0.08,0.02,0,0,0.11
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0,0.01,0.57
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.14
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,0.17
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0,0.07,0.54
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01,0.24
SRS: Street Racing Syndicate,GC,2004,Racing,Namco Bandai Games,0.07,0.02,0,0,0.08
SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07
Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0,0,0.03
Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12
Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.01,0,0,0.03
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0,0.32,1.68
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0,0.01,0.72
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.03,0.31
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0,0.05,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0,0.01,0.06
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0,0.07,0.79
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0,0.14,1.68
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67
Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0,0.03,0.18
Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0,0.02,0.09
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02
Star Wars: Empire at War - Gold Pack,PC,2007,Strategy,LucasArts,0.01,0.06,0,0.01,0.09
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0,0.26,2.8
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0,0.37,2.28
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0,0.19,1.91
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0,0.25,1.09
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0,0.09,0.9
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.01,0.08
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0,0.06
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08
Still Life,XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04
Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.03,0,0.03,0.3
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0,0,0,0.05
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco Entertainment,0.47,0.18,0,0.01,0.66
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0,0.08,0.66
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,0.03
Street Supremacy,PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0,0.08,0.62
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0,0,0.06
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0,0.02,0,0,0.02
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0,0,0.11
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.32,0,0.07,0.64
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1,0.53
Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0,0.03,0.27
Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0,0,0.01,0,0.01
Style Book: Junior City,DS,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02
Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.03,0,0.01,0.17
Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1
Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,Alchemist,0,0,0.01,0,0.01
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
Summer Athletics,PC,2008,Sports,DTP Entertainment,0,0.01,0,0,0.01
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.04,0,0,0.27
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0,0,0.02,0.27
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.49,0.02,0,0.04,0.55
Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft,0,0.66,0,0.01,0.67
Summon Night,DS,2008,Role-Playing,Banpresto,0,0,0.07,0,0.07
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
Summon Night 4,PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0,0,0.16,0,0.16
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13
Super Army War,GBA,2005,Action,Flashpoint Games,0.03,0.01,0,0,0.04
Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04
Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0,0,0.02,0.27
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0,0,0.03
