,,,,,Kekkaishi: Kokubourou Shuurai
,,,,,Kengo: Legend of The 9
,,,,,Kenka Bancho: Badass Rumble
,,,,,Kenka Banchou 2: Full Throttle
,,,,,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu
,,,,,Kenshuui Tendo Dokuta
,,,,,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2
,,,,,Kessen III
,,,,,Ketsui Death Label
,,,,,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!
,,,,,Kidou Senshi Gundam 00
,,,,,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui
,,,,,Kidz Sports: Crazy Golf
,,,,,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore
,,,,,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training
,,,,,"Kilari: Na-san, Mon Meilleur Ami"
,,,,,Kill.Switch
,,,,,Killer7
,,,,,Killzone
,,,,,Killzone: Liberation
,,,,,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki
,,,,,Kimi no Yuusha
,,,,,KimiKiss
,,,,,KimiKiss (ebKore+)
,,,,,King Arthur
,,,,,King of Clubs: Mini Golf
,,,,,King of Fighters: Maximum Impact
,,,,,King of Fighters: Maximum Impact Regulation A
,,,,,Kingdom Hearts II
,,,,,Kingdom Hearts Re: Chain of Memories
,,,,,Kingdom Hearts: Chain of Memories
,,,,,Kingdom of Paradise
,,,,,Kingdom Under Fire: Circle of Doom
,,,,,Kingdom Under Fire: Heroes
,,,,,Kingdom Under Fire: The Crusaders
,,,,,Kiniro no Corda 2
,,,,,Kiniro no Corda 2 Encore
,,,,,Kinnikuman Muscle Grand Prix Max
,,,,,Kinnikuman Muscle Grand Prix Max 2: Tokumori
,,,,,Kirarin * Revolution: Kira Kira Idol Audition
,,,,,Kirarin * Revolution: Mezase! Idol Queen
,,,,,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!
,,,,,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage
,,,,,Kirby & the Amazing Mirror
,,,,,Kirby Squeak Squad
,,,,,Kirby Super Star Ultra
,,,,,Kirby: Canvas Curse
,,,,,Klonoa
,,,,,Knight's Apprentice: Memorick's Adventures
,,,,,Knights in the Nightmare
,,,,,Knights in the Nightmare: DHE Series Special Pack
,,,,,Knights of Honor
,,,,,Koihime Musou
,,,,,Koisuru Otome to Shugo no Tate: The Shield of AIGIS
,,,,,Konami Classics Series: Arcade Hits
,,,,,Konductra
,,,,,Kong: King of Atlantis
,,,,,Kong: The 8th Wonder of the World
,,,,,Konjiki no Gashbell!! Makai no Bookmark
,,,,,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea
,,,,,KORG DS-10 Synthesizer
,,,,,Kororinpa: Marble Mania
,,,,,Kotoba no Puzzle: Mojipittan Daijiten
,,,,,Kotoba no Puzzle: Mojipittan DS
,,,,,Kouchuu Ouja Mushi King
,,,,,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS
,,,,,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2
,,,,,Kouchuu Ouja Mushi King: Super Collection
,,,,,Kousoku Card Battle: Card Hero
,,,,,Kumamon Bomber: Puzzle de Kumamon Taisou
,,,,,Kung Fu Panda
,,,,,Kung Fu Panda: Legendary Warriors
,,,,,Kuon
,,,,,Kurikin: Nano Island Story
,,,,,Kurupoto Cool Cool Stars
,,,,,Kuryuu Youma Gakuenki Recharge
,,,,,Kuukan * Zukei: Hirameki Training - KuuTore
,,,,,Kuusen II
,,,,,L.A. Rush
,,,,,L: the proLogue to DEATH NOTE - Rasen no Wana
,,,,,Lair
,,,,,Land of the Dead: Road to Fiddler's Green
,,,,,Last Escort
,,,,,Last Escort 2: Shinya no Amai Toge
,,,,,Left 4 Dead
,,,,,Left Brain Right Brain 2
,,,,,Left Brain Right Brain: Use Both Hands Train Both Sides
,,,,,Legend of Kay
,,,,,Legend of the Dragon
,,,,,Legend: Hand of God
,,,,,Legendary
,,,,,LEGO Batman: The Videogame
,,,,,LEGO Indiana Jones: The Original Adventures
,,,,,LEGO Knights' Kingdom
,,,,,LEGO Star Wars II: The Original Trilogy
,,,,,LEGO Star Wars: The Complete Saga
,,,,,LEGO Star Wars: The Video Game
,,,,,Leisure Suit Larry: Magna Cum Laude
,,,,,Lemmings
,,,,,Lemony Snicket's A Series of Unfortunate Events
,,,,,Let's Draw!
,,,,,Let's Make a Soccer Team!
,,,,,Let's Pilates!
,,,,,Let's Ride! Dreamer
,,,,,Let's Ride! Friends Forever
,,,,,Let's Ride! Silver Buckle Stables
,,,,,Let's Ride: Sunshine Stables
,,,,,Let's TAP
,,,,,Let's Yoga!
,,,,,LifeSigns: Surgical Unit
,,,,,Lilo & Stitch 2: HÃ_msterviel Havoc
,,,,,Line Rider 2: Unbound
,,,,,Link's Crossbow Training
,,,,,Lionel Trains: On Track
,,,,,Lips
,,,,,Lise no Atelier: Ordre no Renkinjutsushi
,,,,,Little League World Series Baseball 2008
,,,,,Little Red Riding Hood's Zombie BBQ
,,,,,LittleBigPlanet
,,,,,Littlest Pet Shop
,,,,,Littlest Pet Shop: Garden
,,,,,Littlest Pet Shop: Jungle
,,,,,Littlest Pet Shop: Winter
,,,,,Lizzie McGuire 2: Lizzie Diaries
,,,,,Lizzie McGuire 3: Homecoming Havoc
,,,,,LMA Manager 2007
,,,,,Lock's Quest
,,,,,LocoRoco
,,,,,LocoRoco 2
,,,,,Lode Runner
,,,,,Looney Tunes: Acme Arsenal
,,,,,Looney Tunes: Cartoon Conductor
,,,,,Looney Tunes: Duck Amuck
,,,,,Lord of the Rings: Battle for Middle-Earth
,,,,,Lord of the Rings: Tactics
,,,,,Lord of the Rings: The Third Age
,,,,,Lost in Blue
,,,,,Lost in Blue 2
,,,,,Lost in Blue 3
,,,,,Lost in Blue: Shipwrecked
,,,,,Lost Magic
,,,,,Lost Odyssey
,,,,,Lost Planet: Extreme Condition
,,,,,Lost: Via Domus
,,,,,Lotus Challenge
,,,,,Lovely Lisa
,,,,,Lucky * Star: Ryouou Gakuen Outousai
,,,,,Lumines ll
,,,,,Lumines: Puzzle Fusion
,,,,,Luminous Arc
,,,,,Luminous Arc 2
,,,,,Lunar Knights
,,,,,Lunar: Dragon Song
,,,,,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o"
,,,,,Luxor 3
,,,,,Luxor: Pharaoh's Challenge
,,,,,Luxor: The Wrath of Set
,,,,,Lux-Pain
,,,,,Lux-Pain (JP sales)
,,,,,M&M's Adventure
,,,,,M&M's Kart Racing
,,,,,Machi: Unmei no Kousaten
,,,,,Macross Ace Frontier
,,,,,Madagascar
,,,,,Madagascar: Escape 2 Africa
,,,,,Madagascar: Operation Penguin
,,,,,Madden NFL 06
,,,,,Madden NFL 07
,,,,,Madden NFL 08
,,,,,Madden NFL 09
,,,,,Madden NFL 09 All-Play
,,,,,Madden NFL 2005
,,,,,Mafia
,,,,,Mage Knight: Destiny's Soldier
,,,,,Magical Starsign (JP sales)
,,,,,Magical Starsign (US sales)
,,,,,Magicians Academy
,,,,,Magician's Quest: Mysterious Times
,,,,,Magna Carta Portable
,,,,,Magna Carta: Tears of Blood
,,,,,Magnetica
,,,,,Mah Jong Quest: Expeditions
,,,,,Mahjong Fight Club
,,,,,Mahjong Fight Club DS: Wi-Fi Taiou
,,,,,Mahjong Kakutou Club: Zenkoku Taisenban
,,,,,Mahjong Taikai
,,,,,Mahjong Taikai IV
,,,,,Mahjong: Journey Quest for Tikal
,,,,,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~
,,,,,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu
,,,,,Mahou Sensei Negima!? Neo-Pactio Fight!!
,,,,,Mai-Otome Hime: Otome Butou Shi
,,,,,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu
,,,,,Major Dream: Major DS Dream Baseball
,,,,,Major Dream: Major Wii Nagero! Gyroball!!
,,,,,Major League Baseball 2K5
,,,,,Major League Baseball 2K6
,,,,,Major League Baseball 2K7
,,,,,Major League Baseball 2K8
,,,,,Major League Baseball 2K8 Fantasy All-Stars
,,,,,Makai Kingdom: Chronicles of the Sacred Tome
,,,,,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita
,,,,,Make 10: A Journey of Numbers
,,,,,Malice
,,,,,Mame Goma 2: Uchi no Ko ga Ichiban!
,,,,,Mame Goma: Honobo no Nikki
,,,,,Mana Khemia 2: Fall of Alchemy
,,,,,Mana Khemia: Alchemists of Al-Revis
,,,,,Mana Khemia: Alchemists of Al-Revis (JP sales)
,,,,,Mana Khemia: Student Alliance
,,,,,Manhunt
,,,,,Manhunt 2
,,,,,MAPLUS: Portable Navi
,,,,,Mar Heaven: Karudea no Akuma
,,,,,Marble Madness / Klax
,,,,,Marc Ecko's Getting Up: Contents Under Pressure
,,,,,March of the Penguins
,,,,,Margot's Word Brain
,,,,,Mario & Luigi: Partners in Time
,,,,,Mario & Sonic at the Olympic Games
,,,,,Mario Golf: Advance Tour
,,,,,Mario Hoops 3 on 3
,,,,,Mario Kart DS
,,,,,Mario Kart Wii
,,,,,Mario Party 6
,,,,,Mario Party 7
,,,,,Mario Party 8
,,,,,Mario Party Advance
,,,,,Mario Party DS
,,,,,Mario Pinball Land
,,,,,Mario Power Tennis
,,,,,Mario Strikers Charged
,,,,,Mario Super Sluggers
,,,,,Mario Superstar Baseball
,,,,,Mario Tennis: Power Tour
,,,,,Mario vs. Donkey Kong
,,,,,Mario vs. Donkey Kong 2: March of the Minis
,,,,,Marvel Nemesis: Rise of the Imperfects
,,,,,Marvel Trading Card Game
,,,,,Marvel vs. Capcom Origins
,,,,,Marvel: Ultimate Alliance
,,,,,Mary King's Riding School
,,,,,Mass Effect
,,,,,Master Jin Jin's IQ Challenge
,,,,,Master of Illusion
,,,,,Master of the Monster Lair
,,,,,Mata Hari: Betrayal is only a Kiss Away
,,,,,Math Play
,,,,,Mawashite Tsunageru Touch Panic
,,,,,Mazes of Fate DS
,,,,,MC Groovz Dance Craze
,,,,,Me & My Katamari
,,,,,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken
,,,,,Mechanic Master
,,,,,MechAssault 2: Lone Wolf
,,,,,MechAssault: Phantom War
,,,,,Medal of Honor European Assault
,,,,,Medal of Honor Heroes
,,,,,Medal of Honor Heroes 2
,,,,,Medal of Honor: Airborne
,,,,,Medal of Honor: European Assault
,,,,,Medal of Honor: European Assault (All Region sales)
,,,,,Medal of Honor: European Assault (weekly JP sales)
,,,,,Medal of Honor: Vanguard
,,,,,Medieval II: Total War
,,,,,Medieval II: Total War Gold Edition
,,,,,MediEvil: Resurrection
,,,,,Mega Brain Boost
,,,,,Mega Man Anniversary Collection
,,,,,Mega Man Battle Network 5: Double Team DS (JP sales)
,,,,,Mega Man Battle Network 5: Double Team DS (US sales)
,,,,,Mega Man Battle Network 5: Team Colonel / Protoman
,,,,,Mega Man Battle Network 6: Cybeast Falzar / Gregar
,,,,,Mega Man Maverick Hunter X
,,,,,Mega Man Powered Up
,,,,,Mega Man Star Force 2: Zerker x Ninja / Saurian
,,,,,Mega Man Star Force 3: Black Ace / Red Joker
,,,,,Mega Man Star Force Dragon / Leo / Pegasus
,,,,,Mega Man X Collection
,,,,,Mega Man X: Command Mission
,,,,,Mega Man X8
,,,,,Mega Man Zero 3
,,,,,Mega Man Zero 4
,,,,,Mega Man ZX
,,,,,Mega Man ZX Advent
,,,,,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou
,,,,,Meitantei Conan: Tantei Ryoku Trainer
,,,,,Meitantei Evangelion
,,,,,Melty Blood: Act Cadenza
,,,,,Memories Off
,,,,,Memories Off #5: Encore
,,,,,Memories Off 6: T-Wave
,,,,,Memories Off: Sorekara Again
,,,,,Men of Valor
,,,,,Mercenaries 2: World in Flames
,,,,,Mercenaries: Playground of Destruction
,,,,,Mercury Meltdown
,,,,,Mercury Meltdown Revolution
,,,,,Merv Griffin's Crosswords
,,,,,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen
,,,,,Metal Gear Ac!d
,,,,,Metal Gear Ac!d 2
,,,,,Metal Gear Solid 3: Snake Eater
,,,,,Metal Gear Solid 3: Subsistence
,,,,,Metal Gear Solid 4: Guns of the Patriots
,,,,,Metal Gear Solid: Digital Graphic Novel
,,,,,Metal Gear Solid: Portable Ops
,,,,,Metal Gear Solid: Portable Ops Plus
,,,,,Metal Gear Solid: The Essential Collection
,,,,,Metal Gear Solid: The Essential Collection (JP sales)
,,,,,Metal Gear Solid: The Twin Snakes
,,,,,Metal Saga
,,,,,Metal Saga: Hagane no Kisetsu
,,,,,Metal Slug 3
,,,,,Metal Slug 4 & 5
,,,,,Metal Slug 7
,,,,,Metal Slug Advance
,,,,,Metal Slug Anthology
,,,,,Meteos
,,,,,Meteos: Disney Magic
,,,,,Metroid Prime 2: Echoes
,,,,,Metroid Prime 3: Corruption
,,,,,Metroid Prime Hunters
,,,,,Metroid Prime Pinball
,,,,,Metroid: Zero Mission
,,,,,Miami Nights: Singles in the City
,,,,,Miami Vice: The Game
,,,,,Micro Machines V4
,,,,,Microsoft Flight Simulator X
,,,,,Microsoft Flight Simulator X Acceleration Expansion Pack
,,,,,Midnight Club 3: DUB Edition
,,,,,Midnight Club 3: DUB Edition (America weekly sales)
,,,,,Midnight Club 3: DUB Edition Remix
,,,,,Midnight Club: LA Remix
,,,,,Midnight Club: Los Angeles
,,,,,Midnight Play! Pack
,,,,,Midway Arcade Treasures 2
,,,,,Midway Arcade Treasures 3
,,,,,Midway Arcade Treasures: Extended Play
,,,,,Mighty Beanz: Pocket Puzzles
,,,,,Millipede / Super Breakout / Lunar Lander
,,,,,Mind Quiz
,,,,,Mind Quiz: Your Brain Coach
,,,,,Mini Desktop Racing
,,,,,MiniCopter: Adventure Flight
,,,,,Minna de Dokusho: Keatai Shousetsu Desu
,,,,,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata"
,,,,,Minna no Chizu
,,,,,Minna no Chizu 2
,,,,,Minna no DS Seminar: Kanpeki Eitango Ryoku
,,,,,Minna no DS Seminar: Kanpeki Kanji Ryoku
,,,,,Minna no Golf Jou Vol.1
,,,,,Minna no Joushiki Ryoku TV
,,,,,Mirror's Edge
,,,,,Mission Runway
,,,,,Mission: Impossible - Operation Surma
,,,,,Mister Slime
,,,,,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!
,,,,,MLB
,,,,,MLB 06: The Show
,,,,,MLB 07: The Show
,,,,,MLB 08: The Show
,,,,,MLB 2005
,,,,,MLB 2006
,,,,,MLB Power Pros
,,,,,MLB Power Pros 2008
,,,,,MLB SlugFest 2006
,,,,,MLB SlugFest Loaded
,,,,,MLB Superstars
,,,,,Mobile Suit Gundam 00: Gundam Meisters
,,,,,Mobile Suit Gundam Seed Destiny: Generation of C.E.
,,,,,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus
,,,,,Mobile Suit Gundam Seed: Never Ending Tomorrow
,,,,,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable
,,,,,Mobile Suit Gundam: Climax U.C.
,,,,,Mobile Suit Gundam: Crossfire
,,,,,Mobile Suit Gundam: Gundam vs. Gundam
,,,,,Mobile Suit Gundam: Gundam vs. Zeta Gundam
,,,,,Mobile Suit Gundam: MS Sensen 0079
,,,,,Mobile Suit Gundam: One Year War
,,,,,Moe Moe 2-ji Taisen (Ryoku) * Deluxe
,,,,,Moe Star: Moeru Toudai Eigojuku
,,,,,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2
,,,,,Momotarou Dentetsu 15
,,,,,Momotarou Dentetsu 16
,,,,,Momotarou Dentetsu 20-Shuunen
,,,,,Momotarou Dentetsu DS: Tokyo & Japan
,,,,,Monkey Mischief! Party Time
,,,,,Monopoly
,,,,,Monster 4X4: World Circuit
,,,,,Monster Band
,,,,,Monster Bomber
,,,,,Monster Garage
,,,,,Monster House
,,,,,Monster Hunter
,,,,,Monster Hunter Freedom
,,,,,Monster Hunter Freedom 2
,,,,,Monster Hunter Freedom Unite
,,,,,Monster Hunter G
,,,,,Monster Jam
,,,,,Monster Jam: Urban Assault
,,,,,Monster Kingdom: Jewel Summoner
,,,,,Monster Lab
,,,,,Monster Madness: Battle for Suburbia
,,,,,Monster Madness: Grave Danger
,,,,,Monster Rancher DS
,,,,,Monster Rancher EVO
,,,,,Monster Trucks
,,,,,Monster Trucks DS
,,,,,Monster Trux Arenas: Special Edition
,,,,,Monster Trux Offroad
,,,,,Montessori Music
,,,,,Mortal Kombat Kollection
,,,,,Mortal Kombat vs. DC Universe
,,,,,Mortal Kombat: Armageddon
,,,,,Mortal Kombat: Deception
,,,,,Mortal Kombat: Shaolin Monks
,,,,,Mortal Kombat: Unchained
,,,,,Mortimer Beckett and the Secrets of Spooky Manor
,,,,,Mother 3
,,,,,Moto Racer DS
,,,,,Motocross Mania 3
,,,,,MotoGP
,,,,,MotoGP '06
,,,,,MotoGP 07
,,,,,MotoGP '07
,,,,,MotoGP 08
,,,,,MotoGP 4 - Official Game of MotoGP
,,,,,MotorStorm
,,,,,MotorStorm: Pacific Rift
,,,,,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore
,,,,,Motto TOEIC Test DS Training
,,,,,Mount & Blade
,,,,,Mousetrap / Operation / Simon
,,,,,Mr. Driller: Drill Spirits
,,,,,Ms Saga: A New Dawn
,,,,,Ms. Pac-Man Maze Madness
,,,,,Ms. Pac-Man: Maze Madness / Pac-Man World
,,,,,MTV Music Generator 3: This Is the Remix
,,,,,MTX Mototrax
,,,,,Mugen Keitai Disgaea
,,,,,Musashi: Samurai Legend
,,,,,Mushishi: Amefuru Sato
,,,,,Mushroom Men: Rise of the Fungi
,,,,,Mushroom Men: The Spore Wars
,,,,,MVP 06 NCAA Baseball
,,,,,MVP Baseball
,,,,,MVP Baseball 2004
,,,,,MVP Baseball 2005
,,,,,MX Unleashed
,,,,,MX vs. ATV Unleashed
,,,,,MX vs. ATV Unleashed: On the Edge
,,,,,MX vs. ATV Untamed
,,,,,MX World Tour Featuring Jamie Little
,,,,,My Baby Boy
,,,,,My Baby Girl
,,,,,My Boyfriend
,,,,,My Chinese Coach
,,,,,My Dress-Up
,,,,,My Farm Around the World
,,,,,My Fashion Studio
,,,,,My Fitness Coach
,,,,,My French Coach
,,,,,My Frogger: Toy Trials
,,,,,My Fun Facts Coach
,,,,,My Horse & Me
,,,,,My Horse & Me: Riding for Gold
,,,,,My Japanese Coach
,,,,,My Little Baby
,,,,,My Little Pony: Pinkie Pie's Party
,,,,,My Make-Up
,,,,,My Pet Shop
,,,,,My Pet Shop (JP sales)
,,,,,My SAT Coach with The Princeton Review
,,,,,My Secret World by Imagine
,,,,,My Spanish Coach
,,,,,My Stop Smoking Coach: Allen Carr's EasyWay
,,,,,My Weight Loss Coach
,,,,,My Word Coach
,,,,,"My World, My Way (US sales)"
,,,,,Myself; Yourself
,,,,,MySims
,,,,,MySims Kingdom
,,,,,Myst
,,,,,Myst IV: Revelation
,,,,,Mystereet
,,,,,Mystery Case Files: MillionHeir
,,,,,Mystery Case Files: Ravenhearst
,,,,,Mystery Dungeon: Shiren the Wanderer
,,,,,Mystery P.I. - Portrait of a Thief
,,,,,Myth Makers: Orbs of Doom
,,,,,Myth Makers: Super Kart GP
,,,,,Myth Makers: Trixie in Toyland
,,,,,N+
,,,,,N3: Ninety-Nine Nights
,,,,,Nacho Libre
,,,,,Nakayoshi All-Stars: Mezase Gakuen Idol
,,,,,Namco Classic Fighter Collection
,,,,,Namco Museum 50th Anniversary (JP sales)
,,,,,Namco Museum Battle Collection
,,,,,Namco Museum Battle Collection (JP sales)
,,,,,Namco Museum DS
,,,,,Namco Museum Remix
,,,,,Namco Museum: 50th Anniversary
,,,,,Namco Museum: Virtual Arcade
,,,,,NANA: Live Staff Daiboshuu! Shoshinsha Kangei
,,,,,Nanashi no Game
,,,,,Nanatsuiro * Drops Pure!!
,,,,,Nancy Drew: The Hidden Staircase
,,,,,Nancy Drew: The Mystery of the Clue Bender Society
,,,,,Nancy Drew: The White Wolf of Icicle Creek
,,,,,NanoBreaker
,,,,,Nanostray
,,,,,Nanostray 2
,,,,,Napoleon Dynamite: The Game
,,,,,Naraku no Shiro
,,,,,NARC
,,,,,Naruto RPG 2: Chidori vs Rasengan
,,,,,Naruto RPG 3: Rejiuu vs Konoha Shoutai
,,,,,Naruto Shippuden: Dairansen! Kage Bunshin Emaki
,,,,,Naruto Shippuden: Gekito Ninja Taisen! EX
,,,,,Naruto Shippuden: Gekito Ninja Taisen! EX 2
,,,,,Naruto Shippuden: Gekito Ninja Taisen! EX 3
,,,,,Naruto Shippuden: Naruto vs. Sasuke
,,,,,Naruto Shippuden: Ninja Council 4
,,,,,Naruto Shippuden: Ninja Destiny 2
,,,,,Naruto Shippuden: Ninja Destiny 3
,,,,,Naruto Shippuden: Ultimate Ninja 4
,,,,,Naruto Shippuden: Ultimate Ninja 5
,,,,,Naruto Ultimate Collection
,,,,,Naruto: Clash of Ninja Revolution
,,,,,Naruto: Clash of Ninja Revolution 2
,,,,,Naruto: Gekito Ninja Taisen! 3
,,,,,Naruto: Gekito Ninja Taisen! 4
,,,,,Naruto: Ninja Council 2 European Version
,,,,,Naruto: Ninja Council 3
,,,,,Naruto: Ninja Destiny
,,,,,Naruto: Ninja Destiny (US sales)
,,,,,Naruto: Path of the Ninja
,,,,,Naruto: Path of the Ninja 2
,,,,,Naruto: Rise of a Ninja
,,,,,Naruto: The Broken Bond
,,,,,Naruto: Ultimate Ninja 2
,,,,,Naruto: Ultimate Ninja 3
,,,,,Naruto: Ultimate Ninja 3 (JP sales)
,,,,,Naruto: Ultimate Ninja Heroes
,,,,,Naruto: Ultimate Ninja Heroes (JP sales)
,,,,,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress
,,,,,Naruto: Ultimate Ninja Storm
,,,,,Naruto: Uzumaki Chronicles 2
,,,,,Naruto: Uzumaki Chronicles 2 (JP sales)
,,,,,NASCAR
,,,,,NASCAR 06: Total Team Control
,,,,,NASCAR 07
,,,,,NASCAR 08
,,,,,NASCAR 09
,,,,,NASCAR 2005: Chase for the Cup
,,,,,National Geographic Panda (JP sales)
,,,,,National Geographic Panda (US sales)
,,,,,Naval Ops: Commander
,,,,,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel
,,,,,NBA
,,,,,NBA 06
,,,,,NBA 07
,,,,,NBA 08
,,,,,NBA 09: The Inside
,,,,,NBA 2K6
,,,,,NBA 2K7
,,,,,NBA 2K8
,,,,,NBA 2K9
,,,,,NBA Ballers
,,,,,NBA Ballers: Chosen One
,,,,,NBA Ballers: Phenom
,,,,,NBA Ballers: Rebound
,,,,,NBA Live 06
,,,,,NBA Live 06 (All region sales)
,,,,,NBA Live 06 (Weekly american sales)
,,,,,NBA Live 07
,,,,,NBA Live 08
,,,,,NBA Live 09
,,,,,NBA Live 09 All-Play
,,,,,NBA Live 2005
,,,,,NBA Street Homecourt
,,,,,NBA Street V3
,,,,,NBA Street: Showdown
,,,,,NCAA Basketball 09
,,,,,NCAA Football 06
,,,,,NCAA Football 07
,,,,,NCAA Football 08
,,,,,NCAA Football 09
,,,,,NCAA Football 09 All-Play
,,,,,NCAA Football 2005
,,,,,NCAA March Madness 06
,,,,,NCAA March Madness 07
,,,,,NCAA March Madness 08
,,,,,NCAA March Madness 2005
,,,,,Need for Speed Carbon
,,,,,Need for Speed Carbon: Own the City
,,,,,Need for Speed Underground 2
,,,,,Need for Speed Underground Rivals
,,,,,Need for Speed: Most Wanted
,,,,,Need for Speed: Most Wanted 5-1-0
,,,,,Need for Speed: Porsche Unleashed
,,,,,Need for Speed: ProStreet
,,,,,Need For Speed: Undercover
,,,,,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~
,,,,,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa
,,,,,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu"
,,,,,Negima!? Dream Tactic Yumemiru Otome Princess
,,,,,Neo Angelique
,,,,,Neo Angelique Special
,,,,,Neo Contra
,,,,,NeoGeo Battle Coliseum
,,,,,Neopets Petpet Adventures: The Wand of Wishing
,,,,,Neopets Puzzle Adventure
,,,,,Neopets: The Darkest Faerie
,,,,,Nep League DS
,,,,,NERF N-Strike
,,,,,Nervous Brickdown
,,,,,Neverland Card Battles
,,,,,Neverwinter Nights 2
,,,,,Neverwinter Nights 2: Mask of the Betrayer
,,,,,Neverwinter Nights Diamond
,,,,,NEVES
,,,,,New International Track & Field
,,,,,New Play Control! Donkey Kong Jungle Beat
,,,,,New Play Control! Pikmin
,,,,,New Super Mario Bros.
,,,,,NFL Head Coach
,,,,,NFL Head Coach 09
,,,,,NFL Street
,,,,,NFL Street 2
,,,,,NFL Street 2 Unleashed
,,,,,NFL Street 3
,,,,,NFL Tour
,,,,,NHL 06
,,,,,NHL 07
,,,,,NHL 08
,,,,,NHL 09
,,,,,NHL 2005
,,,,,NHL 2K6
,,,,,NHL 2K7
,,,,,NHL 2K8
,,,,,NHL 2K9
,,,,,NHRA Championship Drag Racing
,,,,,NHRA Drag Racing: Countdown to the Championship
,,,,,Nicktoons Collection: Game Boy Advance Video Volume 1
,,,,,Nicktoons Collection: Game Boy Advance Video Volume 2
,,,,,Nicktoons Collection: Game Boy Advance Video Volume 3
,,,,,Nicktoons: Attack of the Toybots
,,,,,Nicktoons: Battle for Volcano Island
,,,,,Nicktoons: Freeze Frame Frenzy
,,,,,Nicktoons: Movin'
,,,,,Nicktoons: Unite!
,,,,,Night Wizard the Video Game: Denial of the World
,,,,,NiGHTS into dreams...
,,,,,NiGHTS: Journey of Dreams
,,,,,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS
,,,,,Ninja Gaiden
,,,,,Ninja Gaiden Black
,,,,,Ninja Gaiden II
,,,,,Ninja Gaiden Sigma
,,,,,Ninja Gaiden: Dragon Sword
,,,,,Ninja Reflex
,,,,,Ninjabread Man
,,,,,Ninjatown
,,,,,Nintendogs
,,,,,Nippon no Asoko de
,,,,,Nitrobike
,,,,,No More Heroes
,,,,,Nobunaga no Yabou DS
,,,,,Nobunaga no Yabou DS 2
,,,,,Nobunaga no Yabou: Kakushin with Power-Up Kit
,,,,,Nobunaga's Ambition: Iron Triangle
,,,,,Nobunaga's Ambition: Rise to Power
,,,,,Nodame Cantabile
,,,,,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita"
,,,,,North American Hunting Extravaganza
,,,,,Nostalgia
,,,,,Nounai Aeshe: IQ Suppli DS
,,,,,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen
,,,,,Nova Usagi no Game de Ryuugaku!? DS
,,,,,NPPL: Championship Paintball 2009
,,,,,NTRA Breeders' Cup World Thoroughbred Championships
,,,,,O.M.G. 26 - Our Mini Games
,,,,,Obscure
,,,,,Obscure: The Aftermath
,,,,,Ochaken no Heya DS
,,,,,Ochaken no Heya DS 2
,,,,,Octomania
,,,,,Odama
,,,,,Oddworld: Stranger's Wrath
,,,,,Odin Sphere
,,,,,Okami
,,,,,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves
,,,,,One Piece: Gear Spirit
,,,,,One Piece: Unlimited Adventure
,,,,,Onechanbara: Bikini Samurai Squad
,,,,,Onechanbara: Bikini Zombie Slayers
,,,,,Onimusha 3: Demon Siege
,,,,,Onimusha Essentials
