Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
GBA,2005,Action,THQ,0.11,0.04,0,0,0.15,,,,,,
PS2,2008,Action,THQ,0.29,0.22,0,0.07,0.58,,,tbd,,Incinerator Games,E
DS,2008,Action,THQ,0.52,0,0,0.04,0.57,,,6,5,Natsume,E
Wii,2008,Action,THQ,0.49,0,0,0.04,0.53,47,5,5.4,10,Incinerator Games,E
Wii,2006,Platform,THQ,0.44,0.02,0,0.04,0.49,57,16,5.6,7,Blitz Games,E
DS,2006,Platform,THQ,0.45,0,0,0.04,0.49,56,7,7.3,4,WayForward,E
GC,2006,Platform,THQ,0.25,0.07,0,0.01,0.33,74,5,7.7,12,Blitz Games,E
GBA,2005,Platform,THQ,0.23,0.08,0,0.01,0.32,,,,,,
GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64,,,,,,
GBA,2004,Misc,N/A,0.38,0.14,0,0.01,0.53,,,,,,
GBA,2004,Misc,N/A,0.15,0.05,0,0,0.21,,,,,,
GBA,2005,Misc,THQ,0.37,0.14,0,0.01,0.51,,,,,,
PS2,2005,Misc,THQ,0.37,0.01,0,0.06,0.44,,,,,,
GC,2005,Misc,THQ,0.34,0.09,0,0.01,0.44,,,,,,
XB,2005,Misc,THQ,0.19,0.06,0,0.01,0.26,,,,,,
PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E
DS,2005,Action,THQ,0.31,0,0,0.02,0.34,67,5,7.6,10,Tantatus,E
DS,2007,Action,THQ,1.49,0,0,0.11,1.6,64,5,tbd,,THQ,E
Wii,2007,Action,THQ,0.56,0,0,0.04,0.61,,,5.5,6,THQ,E
PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44,,,tbd,,THQ,E
PC,2008,Strategy,Electronic Arts,0.03,1.06,0,0.08,1.17,84,75,5.3,1711,Maxis,E10+
DS,2008,Simulation,Electronic Arts,0.66,0.3,0,0.1,1.06,65,20,6.5,21,Griptonite Games,E
Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,E10+
PS2,2005,Racing,THQ,0.03,0.03,0,0.01,0.07,,,tbd,,Big Ant Studios,E
DS,2004,Adventure,Ubisoft,0.06,0,0,0,0.06,,,,,,
Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.06,,,tbd,,"Humongous Entertainment, Mistic Software",E
Wii,2007,Shooter,Tommo,0.06,0,0,0,0.06,,,tbd,,Tommo,T
GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02,,,,,,
PS2,2006,Racing,Midway Games,0.01,0.01,0,0,0.02,51,21,6,6,Terminal Reality,T
XB,2005,Action,Global Star,0.08,0.02,0,0,0.11,53,34,8,8,Vicious Cycle,T
GBA,2004,Action,Vivendi Games,0.41,0.15,0,0.01,0.57,60,25,7,12,Vicarious Visions,E
PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,60,16,8,44,Eurocom Entertainment Software,E
GC,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29,62,13,8.3,10,Eurocom Entertainment Software,E
XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.14,64,17,9.1,10,Eurocom Entertainment Software,E
DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,0.16,50,18,5.7,16,Amaze Entertainment,E
PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0,0.07,0.54,,,,,,
XB,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01,0.24,,,,,,
GC,2004,Racing,Namco Bandai Games,0.07,0.02,0,0,0.08,,,,,,
Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,74,52,8.1,60,EA Montreal,E
PS2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52,80,41,7.9,26,EA Canada,E
PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23,79,23,8.1,44,EA Montreal,E
GC,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17,80,27,7.5,14,EA Canada,E
XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14,81,35,8.1,10,EA Canada,E
PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07,63,23,5.3,7,5000ft,T
PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03,63,13,tbd,,3G Studios,T
XB,2006,Misc,Myelin Media,0.02,0.01,0,0,0.03,61,20,tbd,,5000ft,T
DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76,56,7.3,56,Q-Games,E10+
GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,Namco,T
PSP,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE,T
PSP,2008,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75,37,7.1,26,TOSE,T
Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12,49,18,4.9,11,4J Studios,E
PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02,56,25,4,35,Mad Doc Software,E10+
PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1,42,19,8.3,18,Starsphere Interactive,E
XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,41,21,4,10,Starsphere Interactive,E
DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Quicksilver Software,E
PSP,2006,Strategy,Ubisoft,0.02,0,0,0,0.03,64,15,7.9,10,Quicksilver Software,E
PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T
PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,Double Helix Games,T
XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24,61,44,8.1,54,Double Helix Games,T
GBA,2005,Action,Ubisoft,0.52,0.19,0,0.01,0.72,73,13,7.5,12,Ubisoft,E10+
DS,2005,Action,Ubisoft,0.25,0.03,0,0.02,0.3,73,22,7.8,19,Ubisoft,E10+
XB,2004,Role-Playing,Activision,0.99,0.33,0,0.05,1.37,86,67,8.6,140,Obsidian Entertainment,T
PC,2005,Role-Playing,LucasArts,0.01,0.04,0,0.01,0.06,,,,,,
DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78,68,10,7.8,32,LucasArts,E10+
Wii,2008,Action,LucasArts,1.21,0.3,0,0.14,1.65,56,24,6.7,18,Krome Studios,T
GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42,60,21,tbd,,Ubisoft,E
PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Pandemic Studios,T
XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,Pandemic Studios,T
PC,2004,Shooter,LucasArts,0.07,0.13,0,0.02,0.21,72,19,3.5,1509,EA DICE,T
PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Pandemic Studios,T
XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,106,Pandemic Studios,T
PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69,22,8.5,111,Savage Entertainment,T
PC,2005,Shooter,LucasArts,0.02,0.13,0,0.02,0.17,78,23,8.8,431,Pandemic Studios,T
PC,2006,Strategy,LucasArts,0.01,0.06,0,0.01,0.08,79,45,8.4,240,Petroglyph,T
PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02,75,25,8.6,79,Petroglyph,T
PC,2007,Strategy,LucasArts,0.01,0.06,0,0.01,0.09,,,,,,
PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,T
DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1,57,15,tbd,,Ubisoft Casablanca,E10+
XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67,78,54,8.9,89,LucasArts,T
PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,78,34,8.7,279,LucasArts,T
X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,74,6.7,389,LucasArts,T
PS3,2008,Action,LucasArts,1.01,0.85,0,0.35,2.21,71,47,6.6,233,LucasArts,T
Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,18,7.9,75,Krome Studios,T
PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25,68,7,7.4,33,Krome Studios,T
PSP,2008,Action,LucasArts,0.43,0.4,0,0.24,1.08,70,10,8.1,49,Krome Studios,T
DS,2008,Action,LucasArts,0.5,0.28,0,0.09,0.88,61,8,5.5,18,n-Space,T
PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,46,18,6.1,29,Strangelite,M
PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.01,0.08,44,36,5.8,15,DC Studios,M
PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04,74,35,8.2,17,Irem,T
PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0.01,0.06,54,14,6.3,8,Irem,E10+
XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02,70,19,8,8,Capcom,T
PS2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08,75,31,8,9,Pinegrow,T
XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07,70,29,8.2,5,Microids,M
PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04,51,16,7.4,16,Blue 52,T
Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03,,,tbd,,Other Ocean Interactive,E
Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,,,tbd,,Other Ocean Interactive,E
X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91,Midway,M
PS3,2007,Shooter,Midway Games,0.24,0.02,0,0.03,0.3,77,22,7.9,48,Midway,M
GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,
DS,2006,Action,Game Factory,0.05,0,0,0,0.05,,,tbd,,Gorilla Systems,E
GBA,2004,Adventure,Majesco Entertainment,0.47,0.18,0,0.01,0.66,,,tbd,,Gorilla Systems,E
PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80,35,8,27,Capcom,T
PS2,2004,Fighting,Capcom,0.32,0.25,0,0.08,0.66,78,30,8.7,20,Capcom,T
XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15,79,33,6.4,9,Capcom,T
GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,0.03,35,7,8,7,Prograph,E
PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03,41,31,tbd,,Genki,E
PS2,2004,Sports,Play It,0.3,0.24,0,0.08,0.62,48,14,6.8,4,Lab Rats Games,E
GC,2005,Sports,Crave Entertainment,0.05,0.01,0,0,0.06,47,4,tbd,,Crave,E
XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,tbd,,Lab Rats Games,E
PC,2005,Strategy,Take-Two Interactive,0,0.02,0,0,0.02,,,,,,
PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02,45,11,6.8,45,FireFly Studios,T
PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02,57,19,7.2,44,FireFly Studios,T
PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,71,5,7.7,7,Magenta Software,E
XB,2005,Action,THQ,0.08,0.02,0,0,0.11,75,55,8.1,16,Wideload Games Inc.,M
X360,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,75,38,7.3,31,Paradigm Entertainment,T
PS3,2007,Racing,THQ,0.17,0.26,0,0.1,0.52,76,18,6.2,12,Paradigm Entertainment,T
PS2,2007,Racing,THQ,0.13,0.1,0,0.03,0.27,71,8,6.4,8,Paradigm Entertainment,T
DS,2006,Misc,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
DS,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73,4,7.7,7,syn Sophia,E
XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,72,75,8.4,49,Climax Group,M
GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07,,,tbd,,Global Star Software,E
DS,2006,Puzzle,Nintendo,0.13,0.02,0,0.01,0.17,62,14,tbd,,AI,E
DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19,,,,,,
DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1,25,4,3.5,4,FrontLine Studios,E
DS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11,,,tbd,,FrontLine Studios,E
PS2,2008,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63,44,7.3,47,KCET,T
PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,Konami,T
DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76,24,7.4,37,Konami,E10+
PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,Konami,T
PC,2008,Sports,DTP Entertainment,0,0.01,0,0,0.01,,,tbd,,49Games,
PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18,,,tbd,,49Games,E
X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03,48,10,tbd,,49Games,E
Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22,,,,,,
Wii,2008,Sports,DTP Entertainment,0.23,0.03,0,0,0.27,,,,,,
Wii,2008,Sports,Ubisoft,0.24,0,0,0.02,0.26,,,tbd,,Destineer,E
Wii,2008,Sports,Ubisoft,0.48,0.01,0,0.04,0.53,46,7,4.6,7,Destineer,E
Wii,2008,Sports,Ubisoft,0,0.66,0,0.01,0.67,,,,,,
DS,2008,Role-Playing,Banpresto,0,0,0.07,0,0.07,,,,,,
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18,,,,,,
GBA,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04,,,,,,
PS2,2005,Role-Playing,Banpresto,0,0,0.16,0,0.16,,,,,,
DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,7.2,11,Flight-Plan,E10+
GBA,2005,Action,Flashpoint Games,0.03,0.01,0,0,0.04,58,8,tbd,,Atlus Co.,T
DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04,35,6,tbd,,Starfish,E
DS,2007,Puzzle,Mumbo Jumbo,0.25,0,0,0.02,0.27,71,10,tbd,,"Mac Play, MacPlay",E
GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0,0,0.03,,,,,,
DS,2008,Sports,Arc System Works,0.13,0,0,0.01,0.14,65,12,tbd,,Million,E
DS,2008,Sports,Arc System Works,0,0,0.03,0,0.03,,,,,,
PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,Crafts & Meister,T
Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,,,,,System 3,E
DS,2004,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3,,,,,,
Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97,73,8.9,2147,Nintendo,E
GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76,39,8.7,55,Next Level Games,E
GC,2006,Platform,Sega,0.12,0.03,0,0,0.15,51,24,7.2,9,TT Games,E
PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08,56,23,5.9,7,TT Games,E
PS2,2006,Platform,Sega,0.01,0.01,0,0,0.03,53,32,6.7,10,TT Games,E
PS2,2005,Misc,Sega,0.12,0.09,0,0.03,0.24,78,25,7.7,13,Sega,E
XB,2005,Misc,Sega,0.11,0.03,0,0.01,0.15,81,25,8.2,9,Sega,E
Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74,53,5.7,72,Sega,E
DS,2005,Misc,Sega,0.69,0,0,0.06,0.75,,,,,,
Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Intelligent Systems,E
PS2,2007,Racing,XS Games,0.01,0.01,0,0,0.02,,,tbd,,Milestone,E
DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,TOSE,E
GBA,2005,Misc,N/A,0.01,0,0,0,0.01,,,,,,
PSP,2008,Strategy,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
GBA,2005,Strategy,Banpresto,0,0,0.18,0,0.18,,,,,,
PS2,2004,Strategy,Banpresto,0,0,0.5,0,0.5,,,,,,
PSP,2005,Strategy,Banpresto,0,0,0.09,0,0.09,,,,,,
DS,2008,Role-Playing,Namco Bandai Games,0.07,0,0,0.01,0.08,73,22,9,22,Monolith Soft,T
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
PS2,2007,Strategy,Banpresto,0,0,0.44,0,0.44,,,,,,
PS2,2007,Strategy,Banpresto,0,0,0.3,0,0.3,,,,,,
DS,2007,Strategy,Banpresto,0,0,0.3,0,0.3,,,,,,
X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01,,,,,,
PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,0.5,,,,,,
PS2,2007,Strategy,Banpresto,0,0,0.04,0,0.04,,,,,,
Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93,81,8.9,1662,Game Arts,T
Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,44,7.8,15,"Tecmo, Ntreev Soft",E10+
Wii,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,0.11,70,17,tbd,,"Tecmo, Ntreev Soft",E10+
X360,2006,Action,Electronic Arts,0.23,0.01,0,0.02,0.26,51,48,6.2,49,EA Tiburon,T
DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.07,33,8,4.9,13,EA Tiburon,E
X360,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09,56,24,5.7,19,Hellbent Games,E10+
PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,86,44,8.3,263,Gas Powered Games,E10+
PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,35,8.9,219,Gas Powered Games,E10+
PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,60,4,tbd,,Ubisoft Montreal,E10+
DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28,56,5,7,4,Ubisoft Quebec,E
Wii,2007,Sports,Ubisoft,0.15,0,0,0.01,0.17,64,9,tbd,,Ubisoft Montreal,E10+
PSP,2007,Sports,Ubisoft,0.02,0.06,0,0.03,0.11,,,tbd,,Ubisoft Montreal,E10+
X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,61,15,6.1,9,Ubisoft,E10+
PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,59,8,5.1,7,Ubisoft Montreal,E10+
GC,2007,Sports,Ubisoft,0.01,0,0,0,0.01,,,tbd,,Ubisoft Montreal,E10+
DS,2007,Strategy,Nintendo,0,0,0.03,0,0.03,,,,,,
DS,2008,Racing,Valcon Games,0.05,0,0,0,0.05,,,tbd,,Kuju Entertainment,E
PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05,0.4,71,7,8.5,8,Jester Interactive,E
PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13,,,,,,
PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03,85,49,8.6,224,Irrational Games,M
PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04,50,26,7.7,9,3G Studios,T
DS,2008,Action,Mindscape,0.1,0.02,0,0.01,0.13,52,10,tbd,,"Microids, Dreamcatcher",T
XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03,71,7,8.7,6,Microids,T
PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02,80,23,8.3,150,Microids,T
PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,58,9,118,Sony Bend,M
PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,24,7.8,12,Sony Bend,T
PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46,85,41,8.8,47,Sony Bend,T
PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76,65,47,6.9,30,Sony Bend,M
Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,0.54,,,,,,
DS,2008,Racing,System 3 Arcade Software,0.03,0,0,0,0.04,,,,,,
DS,2006,Misc,Nintendo,0,0,0.05,0,0.05,,,,,,
DS,2006,Misc,Nintendo,0,0,0.05,0,0.05,,,,,,
DS,2006,Misc,Nintendo,0,0,0.06,0,0.06,,,,,,
DS,2006,Misc,Nintendo,0,0,0.09,0,0.09,,,,,,
DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,
PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,77,35,8.1,8,Namco,E
DS,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66,,,,,,
PSP,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Wii,2008,Misc,Namco Bandai Games,0,0,0.67,0,0.67,,,,,,
PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,
PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11,68,18,tbd,,Empire Oxford,T
XB,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05,74,16,tbd,,Empire Oxford,T
PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,67,11,tbd,,Empire Oxford,T
PSP,2007,Action,Destineer,0.05,0,0,0,0.05,41,9,tbd,,Empire Oxford,E
PS2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62,71,31,8,10,Avalanche Software,E
GBA,2004,Platform,THQ,0.33,0.12,0,0.01,0.46,45,5,tbd,,Avalanche Software,E
GC,2004,Platform,THQ,0.26,0.07,0,0.01,0.33,75,22,8.6,8,Avalanche Software,E
XB,2004,Platform,THQ,0.1,0.03,0,0,0.13,73,25,tbd,,Avalanche Software,E
PS2,2008,Action,THQ,0.14,0.11,0,0.04,0.28,,,tbd,,Blitz Games,E10+
Wii,2008,Action,THQ,0.14,0,0,0.01,0.16,63,5,8,5,THQ,E10+
DS,2008,Action,THQ,0.15,0,0,0.01,0.16,,,tbd,,THQ,E
GBA,2005,Platform,THQ,0.12,0.05,0,0,0.17,52,6,tbd,,WayForward,E
GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,75,17,9.3,4,Avalanche Software,E
DS,2005,Platform,THQ,0.09,0,0,0.01,0.09,66,13,tbd,,Altron,E
XB,2005,Platform,THQ,0.05,0.02,0,0,0.07,75,19,tbd,,Avalanche Software,E
PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52,,,,,,
PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0,0.26,,,,,,
PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24,,,,,,
DS,2007,Role-Playing,Namco Bandai Games,0,0,0.26,0,0.26,,,,,,
PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38,Namco,T
PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
PS2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,0.59,,,,,,
PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68,46,7.1,93,Bandai Namco Games,T
PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,0.57,78,22,8.4,109,Namco,T
DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25,Alfa System,T
X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,67,8.2,264,Bandai Namco Games,T
PSP,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,
PSP,2005,Misc,Sony Computer Entertainment,0,0,0.18,0,0.18,,,,,,
DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59,20,7.7,6,NanaOn-Sha,E
DS,2006,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,tbd,,NanaOn-Sha,E
DS,2007,Simulation,Atari,0.06,0,0.31,0.01,0.38,57,4,tbd,,NanaOn-Sha,E
DS,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,,,,,,
Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19,,,,,,
DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,40,12,5.4,8,MileStone Inc.,E10+
DS,2008,Adventure,Arc System Works,0,0,0.03,0,0.03,,,,,,
DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,
Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,33,19,2.7,16,Leviathan Games,M
Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1,,,,,,
PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08,,,,,,
DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.11,66,21,7.3,8,Polygon Magic,E
XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0,0.06,55,26,tbd,,Tecmo,E
GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33,63,11,6.9,11,Artificial Mind and Movement,E10+
PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25,56,12,8.6,17,Artificial Mind and Movement,E10+
PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,47,25,7.8,12,KCE Studios,T
GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32,65,9,tbd,,Konami,E
GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,49,16,4.6,7,Konami,T
XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,Konami,T
PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,20,7,10,KCE Studios,E10+
GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,0.12,57,10,tbd,,Konami,E10+
DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E
XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,56,13,tbd,,Konami,E10+
GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,
GBA,2004,Misc,N/A,0.12,0.04,0,0,0.17,,,,,,
