game_name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,game_id
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,7,3114
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0,0,0,0.03,64,7.9,3114
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,7.9,3115
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,7.2,3116
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24,61,8.1,3116
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0,0.01,0.72,73,7.5,3116
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.02,0.3,73,7.8,3116
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0,0.05,1.37,86,8.6,3117
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78,68,7.8,3118
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0,0.14,1.65,56,6.7,3119
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,8.7,3121
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,9.1,3121
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.13,0,0.02,0.21,72,3.5,3121
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,9,3122
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,8.9,3122
Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69,8.5,3122
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0,0.02,0.17,78,8.8,3122
Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0,0.01,0.08,79,8.4,3123
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02,75,8.6,3124
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,7,3126
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67,78,8.9,3127
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,78,8.7,3127
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,6.7,3128
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0,0.35,2.21,71,6.6,3128
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,7.9,3128
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25,68,7.4,3128
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0,0.24,1.08,70,8.1,3128
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.5,0.28,0,0.09,0.88,61,5.5,3128
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,46,6.1,3129
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.01,0.08,44,5.8,3130
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04,74,8.2,3131
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0.01,0.06,54,6.3,3132
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02,70,8,3133
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08,75,8,3134
Still Life,XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07,70,8.2,3135
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04,51,7.4,3136
Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77,7.6,3139
Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.02,0,0.03,0.3,77,7.9,3139
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80,8,3143
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0,0.08,0.66,78,8.7,3144
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15,79,6.4,3144
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,0.03,35,8,3145
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0,0.08,0.62,48,6.8,3147
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02,45,6.8,3149
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02,57,7.2,3150
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,71,7.7,3151
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0,0,0.11,75,8.1,3152
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,75,7.3,3153
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1,0.52,76,6.2,3153
Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0,0.03,0.27,71,6.4,3153
Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73,7.7,3156
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,72,8.4,3157
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1,25,3.5,3161
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63,7.3,3164
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,8.6,3165
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76,7.4,3166
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,7.6,3167
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0,0.04,0.53,46,4.6,3173
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,7.2,3180
Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,5.8,3187
Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97,8.9,3190
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76,8.7,3191
Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0,0,0.15,51,7.2,3192
Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08,56,5.9,3192
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0,0,0.03,53,6.7,3192
Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0,0.03,0.24,78,7.7,3193
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.01,0.15,81,8.2,3193
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74,5.7,3194
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,7.9,3196
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,7.6,3198
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0,0,0.01,0.08,73,9,3204
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93,8.9,3212
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,7.8,3213
Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0,0.02,0.26,51,6.2,3215
Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.07,33,4.9,3215
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09,56,5.7,3216
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,86,8.3,3216
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,8.9,3217
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28,56,7,3218
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,61,6.1,3218
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,59,5.1,3218
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05,0.4,71,8.5,3221
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03,85,8.6,3224
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04,50,7.7,3225
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03,71,8.7,3227
Syberia II,PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02,80,8.3,3227
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,9,3228
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,7.8,3228
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46,85,8.8,3229
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76,65,6.9,3230
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,77,8.1,3237
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62,71,8,3245
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.26,0.07,0,0.01,0.33,75,8.6,3245
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0,0,0.01,0.16,63,8,3246
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,75,9.3,3248
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,7.7,3255
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68,7.1,3258
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,0.57,78,8.4,3259
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,7.8,3261
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,8.2,3262
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59,7.7,3265
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,40,5.4,3271
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,33,2.7,3274
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.11,66,7.3,3277
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33,63,6.9,3279
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25,56,8.6,3279
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,47,7.8,3281
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,49,4.6,3281
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,5.6,3281
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,7,3282
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,7,3282
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04,67,8.2,3285
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,8.6,3286
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56,7.3,3288
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,5.1,3289
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,8,3290
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,7,3291
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,7.8,3292
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17,68,8,3302
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,8.6,3302
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,80,7.3,3303
Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82,8,3303
Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,79,8.1,3303
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,9.1,3304
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0,0,0.09,72,8.7,3304
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,8.7,3305
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0,0.01,0.61,49,6.8,3307
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76,39,7.6,3309
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06,0.5,65,7.3,3313
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,4.2,3314
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09,45,1.4,3314
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,76,8.6,3315
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,8.8,3315
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,60,2.7,3319
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,71,4.8,3320
The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37,66,7.1,3320
The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27,79,8.4,3320
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,77,7.2,3320
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,67,7,3325
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,7.1,3325
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18,56,7.5,3325
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0,0.02,0.17,56,5.6,3325
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43,68,8.4,3326
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,72,6,3326
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0,0.01,0.18,65,7.5,3326
The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27,76,6.8,3327
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,6.5,3327
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,63,7.3,3328
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,8,3330
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,52,2.8,3330
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,7.7,3331
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,7.7,3332
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,8.1,3332
The Dog Island,Wii,2007,Adventure,Ubisoft,0.34,0.01,0,0.03,0.38,70,8.1,3333
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,6.8,3334
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,7,3334
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94,8.7,3335
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,8,3335
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.04,0.25,94,8.1,3335
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,75,8.2,3336
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,6.6,3341
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02,58,5.3,3341
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,7.6,3343
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,8.3,3344
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,8.5,3349
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,7.9,3351
The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,43,4.9,3352
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,46,5.2,3352
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,41,4.1,3352
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,4.8,3352
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,6.7,3354
The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,5.4,3354
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,2.4,3355
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,6.1,3355
The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,5.3,3359
The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38,50,6,3362
The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,6.4,3362
The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,6.8,3362
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54,83,8.7,3363
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,8,3363
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,9.1,3363
The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,7.6,3364
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0,0.02,0.84,63,7.1,3364
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,7.1,3365
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0,0,0.16,67,6.6,3365
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,8.8,3366
The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08,66,8.6,3367
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,67,8.5,3369
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,61,7,3369
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,8.5,3372
The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66,6.9,3374
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0,0.11,0,0.14,63,6.9,3375
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,0.03,58,6.1,3376
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0,0,0.01,0.09,68,7.7,3377
The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0,0,0,0.07,70,6.3,3381
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.33,0.01,0,0.03,0.37,68,6.8,3382
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19,67,7.3,3382
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.34,0.17,0,0.05,0.56,64,6.5,3383
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0,0.05,0.46,57,6.8,3383
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,6.6,3383
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.12,0,0.03,0.31,62,7.2,3383
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,5.4,3384
The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.02,0,0.03,0.37,56,2.7,3384
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,6.4,3384
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81,86,7.2,3385
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90,8,3386
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89,9,3387
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68,7.15,95,9,3388
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96,9.2,3388
The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0,0.2,0.05,0.85,75,8.4,3389
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02,85,8.2,3390
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,82,8.6,3391
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,7.5,3392
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,84,7.5,3392
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58,73,8.2,3393
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29,74,7.8,3393
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,67,8.5,3393
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49,69,7.9,3394
The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31,73,7.3,3394
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,8.3,3396
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,6.8,3397
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09,39,6.4,3397
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45,79,6.7,3399
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,8.9,3401
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,8.4,3401
The Orange Box,PC,2007,Shooter,Electronic Arts,0,0.11,0,0.03,0.14,96,9.3,3401
The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25,70,7.5,3402
The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,4.3,3403
The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0,0,0.11,40,4.7,3403
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0,0.07,0.52,68,8.2,3406
The Settlers,DS,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,39,5.6,3410
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,66,7.7,3412
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,8.2,3413
The Simpsons Game,DS,2007,Action,Electronic Arts,0.56,0.77,0,0.17,1.51,69,7.3,3413
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07,59,6.7,3413
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03,71,7.7,3413
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,6.1,3413
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,7.5,3413
The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.55,0,0.33,1.37,65,6.9,3414
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,6.1,3414
