Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66,,,,,,
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0,0,0.67,0,0.67,,,,,,
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,
Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11,68,18,tbd,,Empire Oxford,T
Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05,74,16,tbd,,Empire Oxford,T
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,67,11,tbd,,Empire Oxford,T
Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0,0,0,0.05,41,9,tbd,,Empire Oxford,E
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62,71,31,8,10,Avalanche Software,E
Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.33,0.12,0,0.01,0.46,45,5,tbd,,Avalanche Software,E
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.26,0.07,0,0.01,0.33,75,22,8.6,8,Avalanche Software,E
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0,0.13,73,25,tbd,,Avalanche Software,E
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0,0.04,0.28,,,tbd,,Blitz Games,E10+
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0,0,0.01,0.16,63,5,8,5,THQ,E10+
Tak: Mojo Mistake,DS,2008,Action,THQ,0.15,0,0,0.01,0.16,,,tbd,,THQ,E
Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0,0,0.17,52,6,tbd,,WayForward,E
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,75,17,9.3,4,Avalanche Software,E
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0,0,0.01,0.09,66,13,tbd,,Altron,E
Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0,0.07,75,19,tbd,,Avalanche Software,E
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52,,,,,,
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0,0.26,,,,,,
Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24,,,,,,
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.26,0,0.26,,,,,,
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38,Namco,T
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,0.59,,,,,,
Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68,46,7.1,93,Bandai Namco Games,T
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,0.57,78,22,8.4,109,Namco,T
Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25,Alfa System,T
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,67,8.2,264,Bandai Namco Games,T
TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,
TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.18,0,0.18,,,,,,
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59,20,7.7,6,NanaOn-Sha,E
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,tbd,,NanaOn-Sha,E
Tamagotchi Connection: Corner Shop 3,DS,2007,Simulation,Atari,0.06,0,0.31,0.01,0.38,57,4,tbd,,NanaOn-Sha,E
Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,,,,,,
Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19,,,,,,
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,40,12,5.4,8,MileStone Inc.,E10+
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0,0,0.03,0,0.03,,,,,,
Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,33,19,2.7,16,Leviathan Games,M
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1,,,,,,
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08,,,,,,
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.11,66,21,7.3,8,Polygon Magic,E
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0,0.06,55,26,tbd,,Tecmo,E
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33,63,11,6.9,11,Artificial Mind and Movement,E10+
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25,56,12,8.6,17,Artificial Mind and Movement,E10+
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,47,25,7.8,12,KCE Studios,T
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32,65,9,tbd,,Konami,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,49,16,4.6,7,Konami,T
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,Konami,T
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,20,7,10,KCE Studios,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,0.12,57,10,tbd,,Konami,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,56,13,tbd,,Konami,E10+
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.12,0.04,0,0,0.17,,,,,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04,67,30,8.2,29,InLight Entertainment,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,Namco,T
Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02,30,4,tbd,,Other Ocean Interactive,E
Ten Pin Alley 2,GBA,2004,Sports,XS Games,0.01,0,0,0,0.01,,,tbd,,Pronto Games,E
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58,K2 LLC,M
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software,T
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,33,8,24,K2 LLC,M
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,K2 LLC,M
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,Acquire,M
Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,,,,,,
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Tenka-bito,PS2,2006,Strategy,Sega,0,0,0.03,0,0.03,,,,,,
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04,,,,,,
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17,68,29,8,11,Paradigm Entertainment,T
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Paradigm Entertainment,T
Terminator 3: The Redemption,GC,2004,Shooter,Atari,0.02,0,0,0,0.02,68,20,tbd,,Paradigm Entertainment,T
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,80,18,7.3,29,Melbourne House,E10+
Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82,69,8,86,Eden Studios,E10+
Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,79,18,8.1,124,Eden Studios,T
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,9.1,23,Monster Games Inc.,T
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0,0,0.09,72,28,8.7,7,Monster Games Inc.,T
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,Nintendo,E
Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0,0.01,0.11,52,21,tbd,,Mass Media,E
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0,0.01,0.61,49,7,6.8,6,Skyworks Technologies,E
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04,,,tbd,,Skyworks Technologies,E
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76,39,6,7.6,5,Vicarious Visions,E
That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52,52,5,tbd,,Artificial Mind and Movement,E
That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24,,,tbd,,Handheld Games,E
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04,53,10,tbd,,Vingt-et-un Systems,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0,0.01,0.5,56,4,tbd,,Tantalus Interactive,E
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06,0.5,65,8,7.3,8,THQ,E
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28,65,8,tbd,,THQ,E
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12,51,8,tbd,,Artificial Mind and Movement,E10+
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,19,4.2,6,Artificial Mind and Movement,E10+
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09,45,12,1.4,5,Artificial Mind and Movement,E10+
The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,0.04,,,tbd,,Artificial Mind and Movement,E
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,76,44,8.6,14,InXile Entertainment,T
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,50,8.8,4,InXile Entertainment,T
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,0.03,0,0.03,,,,,,
The Bee Game,DS,2007,Adventure,Midway Games,0.17,0,0,0.01,0.19,,,tbd,,Independent Arts,E
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,,,,,,
The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2,,,5.4,22,Crave,E
The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0,0,0.12,,,tbd,,Crave,E
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,60,6,2.7,13,Crave,E
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,71,4,4.8,4,Blue Castle Games,E
The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37,66,15,7.1,14,Blue Castle Games,E
The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27,79,23,8.4,21,Blue Castle Games,E
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,77,19,7.2,12,Blue Castle Games,E
The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11,72,9,tbd,,Blue Castle Games,E
The Cat in the Hat,GBA,2005,Platform,Jack of All Games,0.27,0.1,0,0.01,0.38,,,,,,
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02,,,tbd,,Gorilla Systems,E
The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2,,,tbd,,Handheld Games,E
The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,0.1,0,0,0.01,0.11,,,tbd,,Handheld Games,E
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,67,6,7,8,Traveller's Tales,T
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,5,7.1,12,Traveller's Tales,T
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21,54,12,tbd,,Fall Line Studio,E10+
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18,56,24,7.5,13,Traveller's Tales,T
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0,0.02,0.17,56,16,5.6,8,Traveller's Tales,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43,68,36,8.4,17,Traveller's Tales,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,72,31,6,6,Traveller's Tales,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0,0.01,0.18,65,20,7.5,4,Amaze Entertainment,E10+
The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27,76,63,6.8,43,Bizarre Creations,M
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,6.5,15,Bizarre Creations,M
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,63,37,7.3,16,"SCEA, Think and Feel",T
The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02,,,,,,
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,8,24,Double Helix Games,T
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,52,34,2.8,5,Double Helix Games,T
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,23,7.7,21,Success,E10+
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,7.7,107,Starbreeze,M
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196,Starbreeze,M
The Dog Island,Wii,2007,Adventure,Ubisoft,0.34,0.01,0,0.03,0.38,70,4,8.1,12,Yuke's,E
The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27,,,7,6,Yuke's,E
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,17,6.8,8,Ratbag,E
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,18,7,4,Ratbag,E
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94,90,8.7,1109,Bethesda Softworks,M
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,4J Studios,M
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.04,0.25,94,54,8.1,2454,Bethesda Softworks,M
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,75,43,8.2,51,SCEJ,T
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.11,0.04,0,0,0.15,,,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.31,0.11,0,0.01,0.43,,,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.3,0.11,0,0.01,0.42,,,,,,
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.17,0.13,0,0.04,0.35,,,,,,
The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,THQ,0.25,0.09,0,0.01,0.34,,,,,,
The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,THQ,0.16,0.04,0,0.01,0.2,,,,,,
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02,58,7,5.3,6,Eutechnyx,T
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18,,,,,,
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,47,SCEE London Studio,M
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,Electronic Arts,M
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47,,,,,,
The Godfather (JP sales),X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01,,,,,,
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02,0.55,,,,,,
The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24,,,,,,
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44,,,,,,
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,38,8.5,48,EA Redwood Shores,M
The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29,,,,,,
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,34,7.9,16,Page 44 Studios,M
The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,43,7,4.9,8,Artificial Mind and Movement,E10+
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,46,10,5.2,6,Shiny Entertainment,E10+
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,41,25,4.1,14,Shiny Entertainment,E10+
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+
The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0,0,0.17,,,,,,
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0,0,0,0.05,,,,,,
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,6.7,13,Top Heavy Studios,M
The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,20,5.4,7,Top Heavy Studios,M
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11,,,5.3,6,FUN Labs,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,7,2.4,15,Activision,T
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,,,,,,
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1,,,,,,
The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.77,0.49,0.03,0.15,1.44,,,,,,
The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,11,5.3,4,Blade Interactive,T
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,tbd,,Blade Interactive,T
The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,tbd,,Blade Interactive,T
The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38,50,4,6,5,Edge of Reality,T
The Incredible Hulk,Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31,46,21,tbd,,Edge of Reality,T
The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,42,6.4,24,Edge of Reality,T
The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0,0.02,0.26,55,26,6.8,20,Edge of Reality,T
The Incredible Hulk,DS,2008,Action,Sega,0.22,0,0,0.02,0.24,50,15,tbd,,Amaze Entertainment,E10+
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54,83,41,8.7,38,Radical Entertainment,T
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,8,22,Radical Entertainment,T
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,30,9.1,14,Radical Entertainment,T
The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,36,7.6,22,Heavy Iron Studios,T
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,tbd,,Helixe,E
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0,0.02,0.84,63,27,7.1,7,Heavy Iron Studios,T
The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,0.29,0.11,0,0.01,0.4,,,tbd,,Helixe,E
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,7.1,8,Heavy Iron Studios,E10+
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0,0,0.16,67,7,6.6,7,Heavy Iron Studios,E10+
The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15,54,6,tbd,,Helixe,E10+
The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0,0,0.09,63,12,tbd,,Heavy Iron Studios,E10+
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,0.01,0,0,0,0.02,65,5,tbd,,Heavy Iron Studios,E10+
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,28,8.8,14,SNK Playmore,T
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0,0.03,76,23,tbd,,SNK,T
The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08,66,23,8.6,17,SNK Playmore,T
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,67,14,8.5,4,Terminal Reality,T
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.1,0,0,0.01,0.11,70,15,tbd,,SNK Playmore,T
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,61,16,7,9,SNK Playmore,T
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02,,,,,,
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,62,17,tbd,,SNK Playmore,T
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,SNK Playmore,T
